sid,smiles,index
103904917,CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,686
103904918,C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,687
103904919,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,688
103904920,[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,689
103904921,Clc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1,690
103904922,COc1ccc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)c1,691
103904923,COc1cc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)cc1Cl,692
103904924,Cc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1,693
103904925,ON=C(c1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3,694
103904926,COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O,695
103904929,Cc1cc(OCc2cccc(c2)C(F)(F)F)ccc1CN3CC(C3)C(=O)O,696
103904930,OC(=O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1,697
103904931,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2F)C1,698
103904932,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2Cl)C1,699
103904934,CC(C)Nc1nccc(Nc2ncc(s2)c3ccccc3)n1,700
103904935,CC(C)Nc1ncc(Br)c(Nc2ncc(C)s2)n1,701
103904936,CC(C)C(C)Nc1ncc(Cl)c(Nc2nccs2)n1,702
103904937,C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,703
103904938,COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,704
103904939,C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,705
103904940,CNC(=O)c1cc2c(n[nH]c2s1)c3ccccc3F,706
103904941,CS(=O)(=O)c1cccc(c1)c2cnn3c(cc(nc23)c4ccccc4)C(=O)N,707
103904942,OCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1,708
103904943,NC(=O)c1cnn2c(ccnc12)c3ccccc3,709
103904944,Cc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1C,710
103904945,CCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1,711
103904946,CC(C)Oc1ccc(cc1C(F)(F)F)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3,712
103904947,COc1ccc(cc1)c2cnc3c(Br)cnn3c2,713
103904948,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3,714
103904949,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(OCC(O)CO)cc3,715
103904950,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,716
103904951,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1C,717
103904952,Clc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1,718
103904953,O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5,719
103904954,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,720
103904955,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1,721
103904956,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3,722
103904957,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3,723
103904958,Cc1cccc(c1)C2(CC2C(=O)Nc3ccncc3)c4cccc(C)c4,724
103904959,Cc1ccc(cc1)C2(CC2C(=O)Nc3ccncc3)c4ccc(C)cc4,725
103904960,NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,726
103904961,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,727
103904962,NC(=O)Cn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,728
103904963,Brc1ccc2[nH]nc(c3ccccc3)c2c1,729
103904965,Fc1ccccc1c2cc(ccn2)c3cc4C(=O)NCCc4[nH]3,730
103904966,C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,731
103904967,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3,732
103904968,N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,733
103904969,N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,734
103904970,C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2,735
103904971,NCCOc1cncc(\C=C\c2ccncc2)c1,736
103904972,NCCCOc1cncc(\C=C\c2ccncc2)c1,737
103904973,COc1cncc(\C=C\c2ccncc2)c1,738
103904976,Clc1ccc2NC(=O)n3ncnc3c2c1,739
103904977,CCOC(=O)Cc1nc2c3cc(Br)ccc3NC(=O)n2n1,740
103904978,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccccc5,741
103904979,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccncc5,742
103904980,O=C1Nc2sccc2c3nc(nn13)c4ccncc4,743
103904981,Cc1sc2NC(=O)n3nc(nc3c2c1C)c4ccncc4,744
103904982,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5cccnc5,745
103904983,Cc1ccc(cc1)c2cc3c(NCCN)ccc(C(=O)N)c3[nH]2,746
103904984,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3,747
103904986,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)cc3,748
103904987,NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3,749
103904988,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3,750
103904989,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,751
103904990,Nc1ncnc2c1c(cn2C3CCCC3)C#C,752
103904991,CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36,753
103904992,Nc1ncnc2c1c(cn2C3CCOC3)c4ccc(Oc5ccc(CO)cc5)cc4,754
103904993,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,755
103904994,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6,756
103904995,Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,757
103904996,Nc1ncnc2c1c(cn2[C@@H]3C[C@@H](CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5,758
103904997,O=C(NCC1CCCCC1)c2cc3c(n[nH]c3s2)c4ccccc4,759
103904998,CN1CCC(CC1)NC(=O)c2cc3c(n[nH]c3s2)c4ccccc4,760
103904999,Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,761
103905000,Cc1n[nH]c2sc(cc12)C(=O)NCCc3ccc(Cl)cc3,762
103905001,CN(C)c1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,763
103905002,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccc(cc2)S(=O)(=O)C,764
103905003,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(Cl)cc4)c12,765
103905004,CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1,766
103905005,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3sccc3n2)cc1,767
103905006,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3s2)c(OC)c1,768
103905007,CC(C)NC(=O)COc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5ccccc5n2,769
103905008,Cc1cccc(c1)c2cccc3onc(N)c23,770
103905009,O=C(N1CCOCC1)c2cccc(c2)c3cnc4[nH]ccc4c3,771
103905010,CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14,772
103905011,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14,773
103905012,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Br)c4)cc13,774
103905013,CS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1,775
103905014,CCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23,776
103905015,CCCS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1,777
103905016,CCCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23,778
103905017,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(F)c4)cc13,779
103905018,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34,780
103905019,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)\C(=N/O)\c4ccccc34,781
103905020,N\C(=N/O)\c1ccccc1S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34,782
103905021,N\C(=N\O)\c1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34,783
103905022,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc13,784
103905023,Brc1ccc(CNC(=O)Cc2cccc3cnccc23)cc1,785
103905024,CCc1nc(c2cccc(C)c2)c(s1)c3ccnc(NC(=O)c4ccccc4)c3,786
103905025,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CC=C)N(c5cccc(n5)C(C)(C)O)c4n3)cc2,787
103905026,CN1CCN(CC1)c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2,788
103905027,COc1cc(ccc1C(=O)Nc2n[nH]c3ccc(Cc4cc(F)cc(F)c4)cc23)N5CCN(C)CC5,789
103905028,Oc1ccc(SCCNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4)cc1,790
103905029,Nc1n[nH]c2cccc(c3ccc(F)cc3)c12,791
103905030,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(F)c3)c12,792
103905031,Nc1n[nH]c2c(cccc12)c3ccccc3,793
103905032,Nc1n[nH]c2cccc(c3ccc(Br)cc3)c12,794
103905033,Cc1cccc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,795
103905034,Cc1cc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)ccc1F,796
103905035,Cc1ccc(F)c(NC(=O)Nc2ccc(c(F)c2)c3cccc4[nH]nc(N)c34)c1,797
103905036,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cccc(F)c3F,798
103905037,CCOCC(C)Oc1cccc2[nH]nc(N)c12,799
103905038,Nc1n[nH]c2c(Cl)cccc12,800
103905039,C(Sc1nc(n[nH]1)c2ccncc2)c3ccccc3,801
103905040,NC(=O)c1cc2ccncc2s1,802
103905041,NC(=O)c1cc2c(cncc2s1)c3ccccc3,803
103905042,NC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,804
103905043,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)c(F)c3F,805
103905044,NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3F,806
103905045,NC(=O)c1cc2c(Oc3cccc(F)c3)cncc2s1,807
103905046,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,808
103905047,CS(=O)(=O)c1ccc(cc1)c2cncc3sc(cc23)C(=O)N,809
103905048,NC(=O)c1cc2c(cncc2s1)c3cc(cc(c3)C(F)(F)F)C(F)(F)F,810
103905049,OC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,811
103905050,OC(=O)c1cc2c(cncc2s1)c3ccccc3,812
103905051,CCS(=O)(=O)c1ccc(cc1)c2cncc3sc(cc23)C(=O)N,813
103905052,COC(=O)c1cc2c(cncc2s1)c3cccc(F)c3,814
103905053,Clc1cccc(c1)c2cn3C(=O)NC=C(I)c3n2,815
103905055,O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,816
103905056,CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2,817
103905057,O=C1NC(=O)C(=C1c2c[nH]c3ccccc23)c4nc(nc5ccccc45)N6CCNCC6,818
103905058,COc1ccc(cc1OC)C(=O)Nc2ccccc2C(=O)O,819
103905059,O=C(Nc1ccccc1N2CCCC2)c3ccc4ccccc4n3,820
103905060,Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,821
103905061,CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,822
103905062,CC(C)Cn1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,823
103905063,CC(C)Cn1c(N)nc2c(F)cc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,824
103905064,Nc1nc2ccc(cc2n1CC3CC3)c4c(nc5sccn45)c6ccc(F)cc6,825
103905065,Fc1ccc(cc1)c2nc3sccn3c2c4ccncc4,826
103905066,CC(C)n1nnc2ccc(cc12)c3c(nc4occn34)c5ccc(F)cc5F,827
103905067,CC(C)(O)Cc1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,828
103905068,CC(C)c1nnc2ccc(nn12)c3c(nc4CCCn34)c5ccc(F)cc5F,829
103905069,CC(C)(CO)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,830
103905070,CC(C)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,831
103905071,CC(C)(O)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,832
103905072,CCN(CC)CCNc1ccc(O)c2ccccc12,833
103905073,NC(=O)c1cc(c2cccs2)n3nccc3n1,834
103905074,OC(=O)c1cc(c2cccs2)n3nccc3n1,835
103905075,CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3CCC(=O)N,836
103905076,CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,837
103905077,CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3C,838
103905078,CCCCn1c(NC(=O)c2ccc(cc2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,839
103905079,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13,840
103905080,CS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCCO,841
103905081,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c3cccc(c3)[N+](=O)[O-])n2CCCO,842
103905082,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,843
103905083,NCc1cc(Nc2ncnc(n2)c3ccccc3)ccc1O,844
103905084,Oc1cccc(Nc2ncnc3scc(Cl)c23)c1,845
103905085,Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1,846
103905086,Nc1cc(Nc2ccc(O)c(CNC(=O)C(F)(F)F)c2)ncn1,847
103905087,CN(Cc1cc(Cl)c(O)c2ncccc12)C3CCCCC3,848
103905088,CCS(=O)(=O)c1ccc(cc1)c2ccc(cc2)c3n[nH]c4c3Cc5cc(O)c(OC)cc45,849
103905089,C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34,850
103905090,CC(=O)n1nc(N)c2ccc(Br)cc12,851
103905091,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3,852
103905092,Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,853
103905093,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,854
103905094,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,855
103905095,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4OCOc4c3,856
103905096,NCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,857
103905097,NCCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34,858
103905098,Nc1ccc2c(C(=O)O)n(nc2c1)c3ccccc3,859
103905099,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Br)c12)N,860
103905100,Cc1n[nH]c2NC3=C(C(c4ccccc4F)c12)C(=O)CC(C)(C)C3,861
103905101,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3I)c12)N,862
103905102,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Cl)c12)N,863
103905103,CC(C)(C)c1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N,864
103905104,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N,865
103905105,Cc1cccc(CNC(=O)c2cnn3c(ccnc23)c4ccccc4)c1C,866
103905106,[O-][N+](=O)c1cnc(NC(=O)NCc2ccccc2)s1,867
103905107,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,868
103905108,Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,869
103905109,O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,870
103905110,COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,871
103905111,Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,872
103905112,Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,873
103905113,Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,874
103905114,CC(C)OC1=NNC(=O)/C/1=C/c2c[nH]c3ccccc23,875
103905115,O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,876
103905116,O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,877
103905117,COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,878
103905118,FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,879
103905119,COc1cccc(c1)[C@@H](C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,880
103905120,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2OC)c3ccncc3F,881
103905121,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncn3,882
103905122,Fc1cccc(CNc2ncnc3[nH]cnc23)c1,883
103905123,N(c1ccccc1)c2ncnc3ccccc23,884
103905124,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12,885
103905125,CC[C@@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,886
103905126,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12,887
103905127,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,888
103905128,OC(=O)c1ccc(cc1O)N2C(=O)c3ccccc3C2=O,889
103905129,COc1ccc(CCN(C)C(=O)CCc2ccc(Cl)c(Cl)c2)cc1OC,890
103905130,OC(=O)C1CN(Cc2ccc(OCc3ccc(Cl)cc3Cl)cc2)C1,891
103905131,Cc1cc(OCc2ccc(Cl)c(Cl)c2)ccc1CN3CC(C3)C(=O)O,892
103905132,Fc1ccc(cc1)c2cnn3C(=O)C=C(Nc23)c4cccc(F)c4,893
103905133,Fc1ccc(cc1)C2=CC(=O)n3ncc(c4ccc(F)cc4)c3N2,894
103905134,Nc1ccc(cc1)C2=CC=CN3C(=O)NN=C23,895
103905135,O=C1NN=C2N1C=CC=C2c3ccccc3,896
103905136,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)CC)c3c2,897
103905137,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)C)c3c2,898
103905138,CS(=O)(=O)Nc1ccc(Nc2ccc3[nH]nc(N)c3c2)cc1,899
103905140,Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,900
103905141,Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,901
103905142,Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4,902
103905143,NC(=O)c1ccc(cc1N2CCCCC2)c3ccnc(N)n3,903
103905144,FC(F)(F)c1cccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c1,904
103905145,CN(C)c1cccc2c(cccc12)S(=O)(=O)N(CCN)c3cncc(c3)c4ccc5cnccc5c4,905
103905146,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5,906
103905147,CC(=O)c1cccc(c1)c2cnc3ccccc3c2,907
103905148,OCCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,908
103905149,OCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,909
103905150,OCCCc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,910
103905151,Clc1cc2NC(=O)Nc3cnc(C#N)c(OCCCCOc2cc1NCc4cncs4)n3,911
103905152,CS(=O)(=O)Nc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,912
103905153,OCC(O)COc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,913
103905154,Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,914
103905155,Cc1cc(OC2CCCC2)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,915
103905156,OC1COc2ccc(Cl)cc2NC(=O)Nc3cnc(C#N)c(OCC1O)n3,916
103905157,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc3cnc(cn3)C#N,917
103905158,Cc1ccnc(Nc2cc(C)nc(n2)c3ccccc3)c1,918
103905161,CCN1CCN(CC1)c2ccc(Nc3ncc(C)c(Nc4ccc5[nH]ncc5c4)n3)cc2,919
103905162,CCN1CCN(CC1)c2ccc(Nc3ncc(c(Nc4ccc5[nH]ncc5c4)n3)C(F)(F)F)cc2,920
103905163,Oc1[nH]c2ccc(cc2c1c3ccc(CN4CCOCC4)cn3)C#N,921
103905164,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4cccc(c4)C#N)c12,922
103905165,CCN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3cccc(CC)c13,923
103905166,CCN1C(=N)N(CC(=O)c2ccc(Br)cc2)c3cccc(CC)c13,924
103905167,O=C1NCCc2[nH]c(cc12)c3ccncc3,925
103905168,Clc1csc2ncnc(Nc3ccccc3)c12,926
103905169,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,927
103905170,Cc1cc(C)c(C)c(OCCCc2c([nH]c3c(cccc23)c4ccccc4C)C(=O)O)c1,928
103905171,Cc1nn(C)c(C)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)O,929
